X,Y,OBJECTID,ID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,CI_ID,CSLLEA08ID,SUBTYPE1,SUBTYPE2,TRIBAL,NUMPRE,NUMFIXSUB,NUMMOBILE,FTSWORN,FTCIV,PTSWORN,PTCIV
-8291040.3177,4770187.3421,12476,1013760,VENTNOR CITY POLICE DEPARTMENT,6201 ATLANTIC AVENUE,VENTNOR CITY,NJ,08406,2734,(609) 822-2101,LOCAL POLICE DEPARTMENT,OPEN,53,ATLANTIC,34001,USA,39.337887966,-74.479682386,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/16 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,12713000,-999,-999,0,0,0,0,41,12,0,0
-8357692.9932,4851933.125,12477,1013602,OAKLYN POLICE DEPARTMENT,500 WHITE HORSE PIKE,OAKLYN,NJ,08107,1495,(856) 854-0049,LOCAL POLICE DEPARTMENT,OPEN,13,CAMDEN,34007,USA,39.9035280430001,-75.078433558,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/16 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,12633170,-999,-999,0,0,0,0,12,1,0,0
-8235106.661,4996432.0053,12478,1013350,ENGLEWOOD POLICE DEPARTMENT,75 SOUTH VAN BRUNT STREET,ENGLEWOOD,NJ,07631,3426,(201) 568-2711,LOCAL POLICE DEPARTMENT,OPEN,107,BERGEN,34003,USA,40.8920495,-73.9772217989999,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/16 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,13081600,-999,-999,0,0,0,0,82,25,0,1
-8260711.3796,4853999.4157,12479,1013222,BEACHWOOD POLICE DEPARTMENT,1600 PINEWALD ROAD,BEACHWOOD,NJ,08722,3006,(732) 341-1249,LOCAL POLICE DEPARTMENT,OPEN,21,OCEAN,34029,USA,39.9177658,-74.2072329,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/16 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,12463370,-999,-999,0,0,1,0,19,2,3,1
-8236917.3394,4910110.9557,12480,1013490,LONG BRANCH POLICE DEPARTMENT,344 BROADWAY,LONG BRANCH,NJ,07740,6938,(732) 222-1000,LOCAL POLICE DEPARTMENT,OPEN,137,MONMOUTH,34025,USA,40.303269599,-73.9934873999999,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/16 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,12013150,-999,-999,0,0,3,0,97,40,0,5
-8257464.06,4891004.2656,12482,1013438,HOWELL TOWNSHIP POLICE DEPARTMENT,300 OLD TAVERN ROAD,HOWELL,NJ,07731,8812,(732) 938-4575,LOCAL POLICE DEPARTMENT,OPEN,121,MONMOUTH,34025,USA,40.1722460390001,-74.1780617319999,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/16 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,11763110,-999,-999,0,0,0,0,99,22,0,5
-8322008.8561,4729376.2489,12485,1013723,STONE HARBOR POLICE DEPARTMENT,9508 2ND AVENUE,STONE HARBOR,NJ,08247,1938,(609) 368-2111,LOCAL POLICE DEPARTMENT,OPEN,23,CAPE MAY,34009,USA,39.0537676000001,-74.7578774999999,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/16 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,11423030,-999,-999,0,0,0,0,17,6,3,13
-8280896.7314,4959761.7423,12487,1013359,FANWOOD BOROUGH POLICE DEPARTMENT,75 NORTH MARTINE AVENUE,FANWOOD,NJ,07023,1341,(908) 322-5000,LOCAL POLICE DEPARTMENT,OPEN,21,UNION,34039,USA,40.6425620000001,-74.388561,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/16 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,11363210,-999,-999,0,0,0,0,21,0,0,1
-8252692.9199,4823179.3158,12488,1013418,HARVEY CEDARS POLICE DEPARTMENT,7606 LONG BEACH BOULEVARD,HARVEY CEDARS,NJ,08008,NOT AVAILABLE,(609) 494-6509,LOCAL POLICE DEPARTMENT,OPEN,9,OCEAN,34029,USA,39.7050931910001,-74.135201851,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/17 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,12783220,-999,-999,0,0,0,0,9,0,0,0
-8254614.6782,4876885.0232,12489,1013252,BRICK TOWNSHIP POLICE DEPARTMENT,401 CHAMBERS BRIDGE ROAD,BRICK,NJ,08723,2807,(732) 262-1100,LOCAL POLICE DEPARTMENT,OPEN,160,OCEAN,34029,USA,40.0752609,-74.152465299,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/17 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,12283200,-999,-999,0,0,1,0,127,33,0,36
-8270393.7708,5007127.19,12490,1013646,PEQUANNOCK TOWNSHIP POLICE DEPARTMENT,530 NEWARK POMPTON TURNPIKE,POMPTON PLAINS,NJ,07444,1744,(973) 835-1700,LOCAL POLICE DEPARTMENT,OPEN,36,MORRIS,34027,USA,40.9646381000001,-74.2942113,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/17 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,12303060,-999,-999,0,0,0,0,31,5,0,3
-8347906.4896,4819504.2381,12496,1013804,MONROE TOWNSHIP POLICE DEPARTMENTS,125 VIRGINIA AVENUE,WILLIAMSTOWN,NJ,08094,1768,(856) 728-0800,LOCAL POLICE DEPARTMENT,OPEN,73,GLOUCESTER,34015,USA,39.6796896000001,-74.9905199,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/17 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,12813100,-999,-999,0,0,0,0,66,7,0,1
-8347202.1044,4844625.5171,12541,1013765,VOORHEES TOWNSHIP POLICE DEPARTMENT,1180 WHITE HORSE ROAD,VOORHEES,NJ,08043,2108,(856) 428-5400,LOCAL POLICE DEPARTMENT,OPEN,66,CAMDEN,34007,USA,39.8531513,-74.9841923,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/18 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,12783040,-999,-999,0,0,0,0,52,14,0,4
-8261220.4104,5005295.8517,12584,1013776,PASSAIC COUNTY SHERIFFS OFFICE,435 HAMBURG TURNPIKE,WAYNE,NJ,07470,2015,(973) 881-4200,SHERIFF'S OFFICE,OPEN,704,PASSAIC,34031,USA,40.9522144000001,-74.211805601,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/18 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,13930390,-999,-999,0,0,0,0,530,174,0,0
-8260200.4489,4857481.8856,12585,1013712,SOUTH TOMS RIVER POLICE DEPARTMENT,144 MILL STREET,SOUTH TOMS RIVER,NJ,08757,5105,(732) 349-0313,LOCAL POLICE DEPARTMENT,OPEN,13,OCEAN,34029,USA,39.94175503,-74.2026431309999,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/18 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,11323080,-999,-999,0,0,0,0,12,1,2,0
-8289098.3841,4935399.602,12586,1013561,MIDDLESEX COUNTY SHERIFFS OFFICE,701 LIVINGSTON AVENUE,NEW BRUNSWICK,NJ,08901,3345,(732) 745-3271,LOCAL POLICE DEPARTMENT,OPEN,33,MIDDLESEX,34023,USA,40.4762957,-74.4622376999999,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/18 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,12283160,-999,-999,0,0,0,0,31,2,0,0
-8356429.6887,4987732.4932,12618,1013229,BELVIDERE POLICE DEPARTMENT,691 WATER STREET,BELVIDERE,NJ,07823,1321,(908) 475-2429,LOCAL POLICE DEPARTMENT,OPEN,6,WARREN,34041,USA,40.8329468000001,-75.0670851,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/20 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,12273340,-999,-999,0,0,0,0,5,1,3,0
-8233155.2415,5003741.9676,13106,1013319,CRESSKILL POLICE DEPARTMENT,67 UNION AVENUE,CRESSKILL,NJ,07626,2130,(201) 568-1400,LOCAL POLICE DEPARTMENT,OPEN,25,BERGEN,34003,USA,40.9416711000001,-73.9596918999999,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/16 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,12723250,-999,-999,0,0,0,0,19,6,0,15
-8245232.1818,5001372.1282,13107,1013615,PARAMUS POLICE DEPARTMENT,1 CARLOUGH DRIVE,PARAMUS,NJ,07652,2724,(201) 262-3400,LOCAL POLICE DEPARTMENT,OPEN,115,BERGEN,34003,USA,40.9255882,-74.0681809,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/16 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,12773030,-999,-999,0,0,0,0,93,22,0,65
-8258955.0141,4908967.5556,13108,1013313,COLTS NECK POLICE DEPARTMENT,124 CEDAR DRIVE,COLTS NECK,NJ,07722,1673,(732) 780-7323,LOCAL POLICE DEPARTMENT,OPEN,23,MONMOUTH,34025,USA,40.2954359,-74.1914552,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/16 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,12213220,-999,-999,0,0,0,0,22,1,0,3
-8244182.4501,4882111.7444,13109,1013269,BRIELLE POLICE DEPARTMENT,601 UNION LANE,BRIELLE,NJ,08730,1448,(732) 528-5050,LOCAL POLICE DEPARTMENT,OPEN,18,MONMOUTH,34025,USA,40.1111794,-74.058751,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/16 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,12453270,-999,-999,0,0,0,0,15,3,3,0
-8309211.3596,4798701.51,13110,1013342,EGG HARBOR CITY POLICE DEPARTMENT,500 LONDON AVENUE,EGG HARBOR CITY,NJ,08215,1513,(609) 965-2901,LOCAL POLICE DEPARTMENT,OPEN,16,ATLANTIC,34001,USA,39.535716748,-74.642915633,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/16 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,13878980,-999,-999,0,0,0,0,15,1,0,0
-8339820.0191,4872641.4296,13111,1013338,EDGEWATER PARK POLICE DEPARTMENT,400 DELANCO ROAD,EDGEWATER PARK,NJ,08010,2400,(609) 877-4404,LOCAL POLICE DEPARTMENT,OPEN,15,BURLINGTON,34005,USA,40.0460846,-74.9178779,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/16 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,13386830,-999,-999,0,0,0,0,14,1,1,0
-8250822.3126,5013992.6657,13112,1013766,WALDWICK POLICE DEPARTMENT,15 EAST PROSPECT STREET,WALDWICK,NJ,07463,2007,(201) 652-5700,LOCAL POLICE DEPARTMENT,OPEN,22,BERGEN,34003,USA,41.0111923000001,-74.1183978999999,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/16 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,12263080,-999,-999,0,0,0,0,17,5,0,0
-8232019.7382,5011481.616,13114,1013598,BOROUGH OF NORWOOD POLICE DEPARTMENT,453 BROADWAY,NORWOOD,NJ,07648,1302,(201) 768-0850,LOCAL POLICE DEPARTMENT,OPEN,15,BERGEN,34003,USA,40.9941689,-73.9494915,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/16 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,12523150,-999,-999,0,0,0,0,14,1,0,5
-8343252.0681,4796698.3807,13115,1013528,BOROUGH OF BUENA POLICE DEPARTMENT,616 SOUTH CENTRAL AVENUE,MINOTOLA,NJ,08341,1008,(856) 697-2810,LOCAL POLICE DEPARTMENT,OPEN,16,ATLANTIC,34001,USA,39.5218375640001,-74.94870852,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/16 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,12393210,-999,-999,0,0,0,0,10,6,0,0
-8336890.9473,4970732.6994,13137,1013391,LEBANON TOWNSHIP POLICE DEPARTMENT,530 WEST HILL ROAD,GLEN GARDNER,NJ,08826,3259,(908) 638-8515,LOCAL POLICE DEPARTMENT,OPEN,10,HUNTERDON,34019,USA,40.7173015000001,-74.8915656,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/17 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,11603140,-999,-999,0,0,0,0,9,1,1,0
-8352726.9909,4846756.6359,13175,1013471,LAWNSIDE POLICE DEPARTMENT,4 DOUGLAS AVENUE,LAWNSIDE,NJ,08045,1500,(856) 573-6205,LOCAL POLICE DEPARTMENT,OPEN,9,CAMDEN,34007,USA,39.8678465,-75.0338232,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/17 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,11473130,-999,-999,0,0,0,0,8,1,3,0
-8363136.6657,4952938.1639,13177,1013524,HOLLAND TOWNSHIP POLICE DEPARTMENT,61 CHURCH ROAD,MILFORD,NJ,08848,1811,(908) 995-4670,LOCAL POLICE DEPARTMENT,OPEN,7,HUNTERDON,34019,USA,40.5960342000001,-75.1273348999999,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/17 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,11673180,-999,-999,0,0,0,0,6,1,0,0
-8342356.1868,4872984.1717,13179,1013321,DELANCO TOWNSHIP POLICE,770 COOPERTOWN ROAD,DELANCO,NJ,08075,NOT AVAILABLE,(856) 461-0357,LOCAL POLICE DEPARTMENT,OPEN,10,BURLINGTON,34005,USA,40.0484415440001,-74.940660682,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/18 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,12953290,-999,-999,0,0,0,0,9,1,2,0
-8348455.8513,4865567.2227,13181,1013303,CINNAMINSON TOWNSHIP POLICE,900 MANOR ROAD,CINNAMINSON TOWNSHIP,NJ,08077,2336,(856) 829-6667,LOCAL POLICE DEPARTMENT,OPEN,34,BURLINGTON,34005,USA,39.997419,-74.9954549,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/18 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,12253200,-999,-999,0,0,0,0,32,2,0,0
-8335044.7247,4827015.4217,13183,1013299,CHESILHURST BOROUGH POLICE,201 GRANT AVENUE,CHESILHURST,NJ,08089,1435,(856) 767-2768,LOCAL POLICE DEPARTMENT,OPEN,11,CAMDEN,34007,USA,39.7315999,-74.8749807,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/18 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,12853230,-999,-999,0,0,0,0,10,1,0,1
-8330752.9908,4867121.4103,13185,1013792,WESTAMPTON TOWNSHIP POLICE DEPARTMENT,710 RANCOCAS ROAD,WESTAMPTON,NJ,08060,5642,(609) 267-3000,LOCAL POLICE DEPARTMENT,OPEN,24,BURLINGTON,34005,USA,40.0081137000001,-74.8364273989999,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/18 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,11794940,-999,-999,0,0,0,0,22,2,2,0
-8284287.0444,4926753.196,13201,1013329,EAST BRUNSWICK TOWNSHIP POLICE DEPARTMENT,1 CIVIC CENTER DRIVE,EAST BRUNSWICK,NJ,08816,3548,(732) 390-6917,LOCAL POLICE DEPARTMENT,OPEN,120,MIDDLESEX,34023,USA,40.4171866,-74.4190167,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/18 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,11633230,-999,-999,0,0,0,0,92,28,20,33
-8297132.1559,4921727.6553,13214,1013530,SOUTH BRUNSWICK TOWNSHIP POLICE DEPARTMENT,540 RIDGE ROAD,MONMOUTH JUNCTION,NJ,08852,2643,(732) 329-4646,LOCAL POLICE DEPARTMENT,OPEN,105,MIDDLESEX,34023,USA,40.3828068,-74.5344062999999,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/18 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,11573080,-999,-999,0,0,0,0,81,24,0,2
-8359085.7828,4816199.6647,13222,1013305,CLAYTON POLICE DEPARTMENT,125 NORTH DELSEA DRIVE,CLAYTON,NJ,08312,1650,(856) 881-2301,LOCAL POLICE DEPARTMENT,OPEN,19,GLOUCESTER,34015,USA,39.6568391000001,-75.0909452,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/18 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,12363270,-999,-999,0,0,0,0,17,2,0,16
-8301028.0592,4981946.9294,13226,1013272,MENDHAM TOWNSHIP POLICE DEPARTMENT,3 CHERRY LANE,BROOKSIDE,NJ,07926,NOT AVAILABLE,(973) 543-2581,LOCAL POLICE DEPARTMENT,OPEN,18,MORRIS,34027,USA,40.7936116700001,-74.569403795,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/18 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,13652360,-999,-999,0,0,0,0,15,3,0,0
-8314165.3514,4980986.5727,13231,1013300,CHESTER BOROUGH POLICE DEPARTMENT,300 MAIN STREET,CHESTER,NJ,07930,2540,(908) 879-5626,LOCAL POLICE DEPARTMENT,OPEN,9,MORRIS,34027,USA,40.7870801,-74.687418099,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/18 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,12883290,-999,-999,0,0,0,0,8,1,0,0
-8302923.8618,5033182.8243,13265,1013407,HARDYSTON TOWNSHIP POLICE DEPARTMENT,"149 WHEATSWORTH ROAD, SUITE B",HAMBURG,NJ,07419,2607,(973) 823-7022,LOCAL POLICE DEPARTMENT,OPEN,25,SUSSEX,34037,USA,41.1411447360001,-74.586434079,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/18 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,12223290,-999,-999,0,0,0,0,19,6,0,6
-8260718.9382,4845717.7469,13275,1013370,LACEY TOWNSHIP POLICE DEPARTMENT,808 WEST LACEY ROAD,FORKED RIVER,NJ,08731,1302,(609) 693-6636,LOCAL POLICE DEPARTMENT,OPEN,61,OCEAN,34029,USA,39.8606832,-74.2073008,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/18 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,11523180,-999,-999,0,0,0,0,46,15,1,17
